,Date,Open,High,Low,Close,Volume
48,14-Nov-16,755.6,757.85,727.54,736.08,3654385
49,11-Nov-16,756.54,760.78,750.38,754.02,2431815
50,10-Nov-16,791.17,791.17,752.18,762.56,4745183
51,9-Nov-16,779.94,791.23,771.67,785.31,2607121
52,8-Nov-16,783.4,795.63,780.19,790.51,1366873
53,7-Nov-16,774.5,785.19,772.55,782.52,1585070
54,4-Nov-16,750.66,770.36,750.56,762.02,2134812
55,3-Nov-16,767.25,769.95,759.03,762.13,1943175
56,2-Nov-16,778.2,781.65,763.45,768.7,1918414
57,1-Nov-16,782.89,789.49,775.54,783.61,2406356
58,31-Oct-16,795.47,796.86,784.0,784.54,2427284
59,28-Oct-16,808.35,815.49,793.59,795.37,4269902
60,27-Oct-16,801.0,803.49,791.5,795.35,2749221
61,26-Oct-16,806.34,806.98,796.32,799.07,1647733
62,25-Oct-16,816.68,816.68,805.14,807.67,1576404
63,24-Oct-16,804.9,815.18,804.82,813.11,1697514
64,21-Oct-16,795.0,799.5,794.0,799.37,1266181
65,20-Oct-16,803.3,803.97,796.03,796.97,1757528
66,19-Oct-16,798.86,804.63,797.64,801.56,1766798
67,18-Oct-16,787.85,801.61,785.56,795.26,2056903
68,17-Oct-16,779.8,785.85,777.5,779.96,1092973
69,14-Oct-16,781.65,783.95,776.0,778.53,852487
70,13-Oct-16,781.22,781.22,773.0,778.19,1365277
71,12-Oct-16,783.76,788.13,782.06,786.14,937435
72,11-Oct-16,786.66,792.28,780.58,783.07,1372461
73,10-Oct-16,777.71,789.38,775.87,785.94,1174923
74,7-Oct-16,779.66,779.66,770.75,775.08,933158
75,6-Oct-16,779.0,780.48,775.54,776.86,1070692
76,5-Oct-16,779.31,782.07,775.65,776.47,1461151
77,4-Oct-16,776.03,778.71,772.89,776.43,1201350
78,3-Oct-16,774.25,776.06,769.5,772.56,1278821
79,30-Sep-16,776.33,780.94,774.09,777.29,1585333
80,29-Sep-16,781.44,785.8,774.23,775.01,1314746
81,28-Sep-16,777.85,781.81,774.97,781.56,1109834
82,27-Sep-16,775.5,785.99,774.31,783.01,1153247
83,26-Sep-16,782.74,782.74,773.07,774.21,1533206
84,23-Sep-16,786.59,788.93,784.15,786.9,1411937
85,22-Sep-16,780.0,789.85,778.44,787.21,1486223
86,21-Sep-16,772.66,777.16,768.3,776.22,1167810
87,20-Sep-16,769.0,773.33,768.53,771.41,978631
88,19-Sep-16,772.42,774.0,764.44,765.7,1172824
89,16-Sep-16,769.75,769.75,764.66,768.88,2049338
90,15-Sep-16,762.89,773.8,759.96,771.76,1346751
91,14-Sep-16,759.61,767.68,759.11,762.49,1094490
92,13-Sep-16,764.48,766.22,755.8,759.69,1395046
93,12-Sep-16,755.13,770.29,754.0,769.02,1310986
94,9-Sep-16,770.1,773.24,759.66,759.66,1885496
95,8-Sep-16,778.59,780.35,773.58,775.32,1270264
96,7-Sep-16,780.0,782.73,776.2,780.35,894021
97,6-Sep-16,773.45,782.0,771.0,780.08,1442822
98,2-Sep-16,773.01,773.92,768.41,771.46,1072658
99,1-Sep-16,769.25,771.02,764.3,768.78,925131
100,31-Aug-16,767.01,769.09,765.38,767.05,1248556
101,30-Aug-16,769.33,774.47,766.84,769.09,1130029
102,29-Aug-16,768.74,774.99,766.62,772.15,847565
103,26-Aug-16,769.0,776.08,765.85,769.54,1166681
104,25-Aug-16,767.0,771.89,763.18,769.41,926883
105,24-Aug-16,770.58,774.5,767.07,769.64,1071999
106,23-Aug-16,775.48,776.44,771.78,772.08,928232
107,22-Aug-16,773.27,774.54,770.05,772.15,951362
108,19-Aug-16,775.0,777.1,773.13,775.42,861546
109,18-Aug-16,780.01,782.86,777.0,777.5,719429
110,17-Aug-16,777.32,780.81,773.53,779.91,924226
111,16-Aug-16,780.3,780.98,773.44,777.14,1028047
112,15-Aug-16,783.75,787.49,780.11,782.44,938186
113,12-Aug-16,781.5,783.4,780.4,783.22,740498
114,11-Aug-16,785.0,789.75,782.97,784.85,975113
115,10-Aug-16,783.75,786.81,782.78,784.68,786363
116,9-Aug-16,781.1,788.94,780.57,784.26,1318894
117,8-Aug-16,782.0,782.63,778.09,781.76,1107857
118,5-Aug-16,773.78,783.04,772.34,782.22,1801205
119,4-Aug-16,772.22,774.07,768.8,771.61,1140254
120,3-Aug-16,767.18,773.21,766.82,773.18,1287421
121,2-Aug-16,768.69,775.84,767.85,771.07,1784525
122,1-Aug-16,761.09,780.43,761.09,772.88,2700470
123,29-Jul-16,772.71,778.55,766.77,768.79,3841482
124,28-Jul-16,747.04,748.65,739.3,745.91,3530169
125,27-Jul-16,738.28,744.46,737.0,741.77,1512517
126,26-Jul-16,739.04,741.69,734.27,738.42,1186738
127,25-Jul-16,740.67,742.61,737.5,739.77,1032432
128,22-Jul-16,741.86,743.24,736.56,742.74,1259823
129,21-Jul-16,740.36,741.69,735.83,738.63,1026306
130,20-Jul-16,737.33,742.13,737.1,741.19,1289671
131,19-Jul-16,729.89,736.99,729.0,736.96,1227486
132,18-Jul-16,722.71,736.13,721.19,733.78,1295476
133,15-Jul-16,725.73,725.74,719.06,719.85,1279339
134,14-Jul-16,721.58,722.21,718.03,720.95,950193
135,13-Jul-16,723.62,724.0,716.85,716.98,935876
136,12-Jul-16,719.12,722.94,715.91,720.64,1336921
137,11-Jul-16,708.05,716.51,707.24,715.09,1111762
138,8-Jul-16,699.5,705.71,696.44,705.63,1575166
139,7-Jul-16,698.08,698.2,688.22,695.36,1304200
140,6-Jul-16,689.98,701.68,689.09,697.77,1411925
141,5-Jul-16,696.06,696.94,688.88,694.49,1462616
142,1-Jul-16,692.2,700.65,692.13,699.21,1344710
143,30-Jun-16,685.47,692.32,683.65,692.1,1597714
144,29-Jun-16,683.0,687.43,681.41,684.11,1932561
145,28-Jun-16,678.97,680.33,673.0,680.04,2173762
146,27-Jun-16,671.0,672.3,663.28,668.26,2641085
147,24-Jun-16,675.17,689.4,673.45,675.22,4449022
148,23-Jun-16,697.45,701.95,687.0,701.87,2171415
149,22-Jun-16,699.06,700.86,693.08,697.46,1184318
150,21-Jun-16,698.4,702.77,692.01,695.94,1465634
151,20-Jun-16,698.77,702.48,693.41,693.71,2082538
152,17-Jun-16,708.65,708.82,688.45,691.72,3402357
153,16-Jun-16,714.91,716.65,703.26,710.36,1982471
154,15-Jun-16,719.0,722.98,717.31,718.92,1214517
155,14-Jun-16,716.48,722.47,713.12,718.27,1306065
156,13-Jun-16,716.51,725.44,716.51,718.36,1258930
157,10-Jun-16,719.47,725.89,716.43,719.41,1216443
158,9-Jun-16,722.87,729.54,722.34,728.58,988914
159,8-Jun-16,723.96,728.57,720.58,728.28,1583701
160,7-Jun-16,719.84,721.98,716.55,716.65,1336754
161,6-Jun-16,724.91,724.91,714.61,716.55,1566059
162,3-Jun-16,729.27,729.49,720.56,722.34,1226253
163,2-Jun-16,732.5,733.02,724.17,730.4,1341807
164,1-Jun-16,734.53,737.21,730.66,734.15,1253593
165,31-May-16,731.74,739.73,731.26,735.72,2129545
166,27-May-16,724.01,733.94,724.0,732.66,1974026
167,26-May-16,722.87,728.33,720.28,724.12,1542866
168,25-May-16,720.76,727.51,719.7,725.27,1629198
169,24-May-16,706.86,720.97,706.86,720.09,1920411
170,23-May-16,706.53,711.48,704.18,704.24,1320927
171,20-May-16,701.62,714.58,700.52,709.74,1816027
172,19-May-16,702.36,706.0,696.8,700.32,1656321
173,18-May-16,703.67,711.6,700.63,706.63,1763394
174,17-May-16,715.99,721.52,704.11,706.23,1999456
175,16-May-16,709.13,718.48,705.65,716.49,1316177
176,13-May-16,711.93,716.66,709.26,710.83,1307338
177,12-May-16,717.06,719.25,709.0,713.31,1360732
178,11-May-16,723.41,724.48,712.8,715.29,1686823
179,10-May-16,716.75,723.5,715.72,723.18,1563105
180,9-May-16,712.0,718.71,710.0,712.9,1508423
181,6-May-16,698.38,711.86,698.11,711.12,1826146
182,5-May-16,697.7,702.32,695.72,701.43,1677405
183,4-May-16,690.49,699.75,689.01,695.7,1688569
184,3-May-16,696.87,697.84,692.0,692.36,1530993
185,2-May-16,697.63,700.64,691.0,698.21,1644126
186,29-Apr-16,690.7,697.62,689.0,693.01,2484273
187,28-Apr-16,708.26,714.17,689.55,691.02,2851108
188,27-Apr-16,707.29,708.98,692.37,705.84,3086722
189,26-Apr-16,725.42,725.77,703.03,708.14,2727185
190,25-Apr-16,716.1,723.93,715.59,723.15,1955567
191,22-Apr-16,726.3,736.12,713.61,718.77,5939199
192,21-Apr-16,755.38,760.45,749.55,759.14,2743620
193,20-Apr-16,758.0,758.13,750.01,752.67,1525591
194,19-Apr-16,769.51,769.9,749.33,753.93,2027642
195,18-Apr-16,760.46,768.05,757.3,766.61,1555953
196,15-Apr-16,753.98,761.0,752.69,759.0,1800413
197,14-Apr-16,754.01,757.31,752.7,753.2,1130971
198,13-Apr-16,749.16,754.38,744.26,751.72,1707095
199,12-Apr-16,738.0,743.83,731.01,743.09,1349734
200,11-Apr-16,743.02,745.0,736.05,736.1,1211762
201,8-Apr-16,743.97,745.45,735.55,739.15,1285755
202,7-Apr-16,745.37,747.0,736.28,740.28,1429504
203,6-Apr-16,735.77,746.24,735.56,745.69,1050193
204,5-Apr-16,738.0,742.8,735.37,737.8,1129829
205,4-Apr-16,750.06,752.8,742.43,745.29,1131843
206,1-Apr-16,738.6,750.34,737.0,749.91,1574870
207,31-Mar-16,749.25,750.85,740.94,744.95,1712375
208,30-Mar-16,750.1,757.88,748.74,750.53,1780998
209,29-Mar-16,734.59,747.25,728.76,744.77,1902128
210,28-Mar-16,736.79,738.99,732.5,733.53,1299812
211,24-Mar-16,732.01,737.75,731.0,735.3,1564782
212,23-Mar-16,742.36,745.72,736.15,738.06,1421861
213,22-Mar-16,737.46,745.0,737.46,740.75,1264396
214,21-Mar-16,736.5,742.5,733.52,742.09,1831839
215,18-Mar-16,741.86,742.0,731.83,737.6,2796376
216,17-Mar-16,736.45,743.07,736.0,737.78,1856800
217,16-Mar-16,726.37,737.47,724.51,736.09,1572329
218,15-Mar-16,726.92,732.29,724.77,728.33,1720965
219,14-Mar-16,726.81,735.5,725.15,730.49,1716910
220,11-Mar-16,720.0,726.92,717.12,726.82,1963907
221,10-Mar-16,708.12,716.44,703.36,712.82,2829412
222,9-Mar-16,698.47,705.68,694.0,705.24,1418704
223,8-Mar-16,688.59,703.79,685.34,693.97,2063357
224,7-Mar-16,706.9,708.09,686.9,695.16,2985094
225,4-Mar-16,714.99,716.49,706.02,710.89,1967873
226,3-Mar-16,718.68,719.45,706.02,712.42,1956761
227,2-Mar-16,719.0,720.0,712.0,718.85,1627753
228,1-Mar-16,703.62,718.81,699.77,718.81,2147442
229,29-Feb-16,700.32,710.89,697.68,697.77,2280280
230,26-Feb-16,708.58,713.43,700.86,705.07,2239978
231,25-Feb-16,700.01,705.98,690.58,705.75,1631855
232,24-Feb-16,688.92,700.0,680.78,699.56,1958611
233,23-Feb-16,701.45,708.4,693.58,695.85,1999699
234,22-Feb-16,707.45,713.24,702.51,706.46,1946067
235,19-Feb-16,695.03,703.08,694.05,700.91,1582260
236,18-Feb-16,710.0,712.35,696.03,697.35,1859130
237,17-Feb-16,699.0,709.75,691.38,708.4,2466808
238,16-Feb-16,692.98,698.0,685.05,691.0,2497024
239,12-Feb-16,690.26,693.75,678.6,682.4,2129831
240,11-Feb-16,675.0,689.35,668.87,683.11,3007223
241,10-Feb-16,686.86,701.31,682.13,684.12,2627379
242,9-Feb-16,672.32,699.9,668.77,678.11,3604335
243,8-Feb-16,667.85,684.03,663.06,682.74,4212541
244,5-Feb-16,703.87,703.99,680.15,683.57,5069985
245,4-Feb-16,722.81,727.0,701.86,708.01,5145855
246,3-Feb-16,770.22,774.5,720.5,726.95,6162333
247,2-Feb-16,784.5,789.87,764.65,764.65,6332431
248,1-Feb-16,750.46,757.86,743.27,752.0,4801816
249,29-Jan-16,731.53,744.99,726.8,742.95,3394935
250,28-Jan-16,722.22,733.69,712.35,730.96,2658016
251,27-Jan-16,713.67,718.24,694.39,699.99,2139970
252,26-Jan-16,713.85,718.28,706.48,713.04,1324300
253,25-Jan-16,723.58,729.68,710.01,711.67,1704641
254,22-Jan-16,723.6,728.13,720.12,725.25,2006528
255,21-Jan-16,702.18,719.19,694.46,706.59,2410263
256,20-Jan-16,688.61,706.85,673.26,698.45,3439386
257,19-Jan-16,703.3,709.98,693.41,701.79,2258479
258,15-Jan-16,692.29,706.74,685.37,694.45,3592449
259,14-Jan-16,705.38,721.92,689.1,714.72,2211853
260,13-Jan-16,730.85,734.74,698.61,700.56,2468295
261,12-Jan-16,721.68,728.75,717.32,726.07,2024509
262,11-Jan-16,716.61,718.86,703.54,716.03,2090621
263,8-Jan-16,731.45,733.23,713.0,714.47,2450857
264,7-Jan-16,730.31,738.5,719.06,726.39,2963741
265,6-Jan-16,730.0,747.18,728.92,743.62,1947034
266,5-Jan-16,746.45,752.0,738.64,742.58,1950691
267,4-Jan-16,743.0,744.06,731.26,741.84,3258199
